,Item_ID,Weight,FatContent,Visibility,Category,Max_Price,Store_ID,Store_Establishment_Year,Store_Size,Store_Location_Type,Store_Type,Predicted_Sales
1653,FDU01,20.25,Regular,0.0,Canned,184.6924,OUT035,2004,Small,Tier 2,Supermarket Type1,3062.347465263547
1654,FDT12,6.215,Regular,0.049612318,Baking Goods,224.1062,OUT035,2004,Small,Tier 2,Supermarket Type1,3743.316148056103
1655,NCM18,13.0,Low_Fat,0.083179333,Household,62.0194,OUT018,2009,Medium,Tier 3,Supermarket Type2,637.4135084560394
1657,NCR42,9.105,Low_Fat,0.038541712,Household,33.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,603.9237409590332
1658,FDN10,11.5,Low_Fat,0.046123804,Snack Foods,118.6124,OUT046,1997,Small,Tier 1,Supermarket Type1,1897.7567631477677
1660,FDQ10,12.85,Low_Fat,0.033179231000000003,Snack Foods,171.5422,OUT046,1997,Small,Tier 1,Supermarket Type1,2747.801437302983
1661,DRH13,8.575,Low_Fat,0.023923093,Soft Drinks,105.528,OUT049,1999,Medium,Tier 1,Supermarket Type1,1776.5989146211969
1662,FDT52,9.695,Regular,0.047390108,Frozen Foods,245.0144,OUT013,1987,High,Tier 3,Supermarket Type1,3950.7943290275052
1665,NCV29,11.8,Low_Fat,0.0,Health and Hygiene,177.2686,OUT035,2004,Small,Tier 2,Supermarket Type1,2994.3942769653986
1666,NCF06,6.235,Low_Fat,0.020181546,Household,260.1962,OUT013,1987,High,Tier 3,Supermarket Type1,4194.784400377468
1667,FDO50,16.25,Low_Fat,0.078153958,Canned,91.3804,OUT035,2004,Small,Tier 2,Supermarket Type1,1546.8231004795744
1668,FDT59,13.65,Low_Fat,0.015898191000000002,Breads,229.7668,OUT013,1987,High,Tier 3,Supermarket Type1,3718.643245064419
1669,FDX40,12.35,Low_Fat,0.09851376,Frozen Foods,36.7164,OUT027,1985,Medium,Tier 3,Supermarket Type3,1988.692661484768
1672,NCD30,19.7,Low_Fat,0.026958635,Household,98.5726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1207.130643804233
1673,FDK15,10.8,Low_Fat,0.098331927,Meat,100.5042,OUT013,1987,High,Tier 3,Supermarket Type1,1642.8317324321024
1677,FDQ57,7.275,Low_Fat,0.027947642,Snack Foods,146.876,OUT046,1997,Small,Tier 1,Supermarket Type1,2386.569137714764
1679,FDO09,13.5,Regular,0.12578499,Snack Foods,261.691,OUT018,2009,Medium,Tier 3,Supermarket Type2,3885.637781268596
1680,NCG30,20.2,Low_Fat,0.112299979,Household,126.4046,OUT035,2004,Small,Tier 2,Supermarket Type1,2004.284540787923
1682,NCN17,12.35,Low_Fat,0.054672984,Health and Hygiene,101.0358,OUT027,1985,Medium,Tier 3,Supermarket Type3,3090.230551397528
1683,NCS42,8.6,Low_Fat,0.0693587,Household,89.9146,OUT013,1987,High,Tier 3,Supermarket Type1,1415.7451012004694
1684,FDD02,12.35,Low_Fat,0.08805305199999999,Canned,117.0124,OUT019,1985,Small,Tier 1,Grocery Store,-15.655508378758896
1685,FDE34,9.195,Low_Fat,0.107801614,Snack Foods,182.3634,OUT013,1987,High,Tier 3,Supermarket Type1,2930.731817548304
1687,FDB33,17.75,Low_Fat,0.014580169,Fruits and Vegetables,157.5262,OUT046,1997,Small,Tier 1,Supermarket Type1,2555.5615616205578
1689,FDZ27,7.935,Low_Fat,0.017153018,Dairy,48.135,OUT035,2004,Small,Tier 2,Supermarket Type1,820.9028044145243
1690,FDI40,11.5,Regular,0.125498428,Frozen Foods,99.7358,OUT013,1987,High,Tier 3,Supermarket Type1,1567.1335750060134
1691,FDG22,17.6,Regular,0.041346719,Snack Foods,37.819,OUT013,1987,High,Tier 3,Supermarket Type1,579.6327493368499
1693,FDF20,12.85,Low_Fat,0.033355494,Fruits and Vegetables,198.5768,OUT018,2009,Medium,Tier 3,Supermarket Type2,2959.109644596959
1694,FDV50,14.3,Low_Fat,0.122548032,Dairy,122.173,OUT035,2004,Small,Tier 2,Supermarket Type1,1934.5013578379521
1695,FDT02,12.6,Low_Fat,0.024232347,Dairy,36.1874,OUT049,1999,Medium,Tier 1,Supermarket Type1,603.7871656833058
1697,FDF26,6.825,Regular,0.046707264000000005,Canned,151.9998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2607.1480245328203
1698,FDV52,20.7,Regular,0.0,Frozen Foods,118.6466,OUT035,2004,Small,Tier 2,Supermarket Type1,1952.2553089279918
1699,FDX59,10.195,Low_Fat,0.051741591,Breads,35.2558,OUT049,1999,Medium,Tier 1,Supermarket Type1,685.6010499939384
1700,FDV25,5.905,Low_Fat,0.045643611,Canned,222.0456,OUT035,2004,Small,Tier 2,Supermarket Type1,3729.9701339456133
1701,FDW23,12.35,Low_Fat,0.081615145,Baking Goods,38.6164,OUT027,1985,Medium,Tier 3,Supermarket Type3,2046.3758827949814
1702,FDE53,10.895,Low_Fat,0.026989658,Frozen Foods,107.728,OUT018,2009,Medium,Tier 3,Supermarket Type2,1436.2459033885489
1704,FDH22,6.405,Low_Fat,0.136300946,Snack Foods,126.0678,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.5250683747608
1705,NCO41,12.5,Low_Fat,0.018833177,Health and Hygiene,97.8384,OUT013,1987,High,Tier 3,Supermarket Type1,1613.674947063926
1707,FDF17,5.19,Low_Fat,0.042585419000000006,Frozen Foods,196.911,OUT013,1987,High,Tier 3,Supermarket Type1,3199.3788050616968
1709,FDR51,9.035,Regular,0.173436917,Meat,150.0708,OUT035,2004,Small,Tier 2,Supermarket Type1,2517.8307840375064
1711,FDC56,7.72,Low_Fat,0.121419594,Fruits and Vegetables,120.244,OUT013,1987,High,Tier 3,Supermarket Type1,1989.8363528473237
1712,FDR13,12.35,Regular,0.02858175,Canned,116.4492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3349.2793682631236
1713,FDQ60,6.195,Regular,0.10935376,Baking Goods,120.4098,OUT035,2004,Small,Tier 2,Supermarket Type1,2048.452033585134
1714,FDN38,6.615,Regular,0.092114847,Canned,248.7408,OUT049,1999,Medium,Tier 1,Supermarket Type1,4150.60049709697
1715,NCL29,9.695,Low_Fat,0.113844617,Health and Hygiene,157.8604,OUT013,1987,High,Tier 3,Supermarket Type1,2561.9467051728625
1716,FDO13,12.35,Low_Fat,0.060763988,Breakfast,164.0526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4230.070627444583
1717,FDE26,9.3,Low_Fat,0.08936834099999999,Canned,143.8786,OUT018,2009,Medium,Tier 3,Supermarket Type2,2047.2770600631784
1719,FDX14,13.1,Low_Fat,0.07492586,Dairy,75.3354,OUT035,2004,Small,Tier 2,Supermarket Type1,1205.1921566659958
1721,FDF26,6.825,Regular,0.046595951,Canned,153.0998,OUT013,1987,High,Tier 3,Supermarket Type1,2529.387624928515
1723,DRI11,8.26,Low_Fat,0.034404287,Hard Drinks,113.5834,OUT046,1997,Small,Tier 1,Supermarket Type1,1789.510495255704
1724,FDQ60,12.35,Regular,0.108844791,Baking Goods,118.5098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3329.4757244983884
1725,FDL21,12.35,Regular,0.007111808000000002,Snack Foods,39.348,OUT027,1985,Medium,Tier 3,Supermarket Type3,2087.9036278838175
1726,DRC12,12.35,Low_Fat,0.037643694,Soft Drinks,192.0188,OUT027,1985,Medium,Tier 3,Supermarket Type3,4484.852735601192
1727,FDC47,15.0,Low_Fat,0.118890636,Snack Foods,227.9694,OUT046,1997,Small,Tier 1,Supermarket Type1,3611.1138733855723
1730,NCZ53,9.6,Low_Fat,0.024477166,Health and Hygiene,189.6214,OUT046,1997,Small,Tier 1,Supermarket Type1,3094.4222231095355
1731,FDE28,9.5,Regular,0.13308693300000002,Frozen Foods,230.1668,OUT018,2009,Medium,Tier 3,Supermarket Type2,3383.3870473706365
1732,FDR19,13.5,Regular,0.159690469,Fruits and Vegetables,144.2102,OUT035,2004,Small,Tier 2,Supermarket Type1,2419.746510379793
1733,NCF54,12.35,Low_Fat,0.082951105,Household,173.7422,OUT019,1985,Small,Tier 1,Grocery Store,831.3418698292326
1734,FDZ08,12.5,Regular,0.109992376,Fruits and Vegetables,81.1592,OUT046,1997,Small,Tier 1,Supermarket Type1,1325.354704084375
1735,NCJ05,18.7,Low_Fat,0.046276017,Health and Hygiene,154.2682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2178.5038052951813
1736,FDF59,12.5,Low_Fat,0.071244009,Starchy Foods,127.102,OUT046,1997,Small,Tier 1,Supermarket Type1,1970.3507284003572
1737,NCO05,7.27,Low_Fat,0.046550645,Health and Hygiene,100.4384,OUT035,2004,Small,Tier 2,Supermarket Type1,1765.6434050271782
1738,FDW24,6.8,Low_Fat,0.037649797,Baking Goods,49.5034,OUT018,2009,Medium,Tier 3,Supermarket Type2,539.1813042380145
1739,NCX42,6.36,Low_Fat,0.00600295,Household,166.1526,OUT018,2009,Medium,Tier 3,Supermarket Type2,2387.1971914817805
1740,NCA53,11.395,Low_Fat,0.009876591,Health and Hygiene,48.2034,OUT035,2004,Small,Tier 2,Supermarket Type1,912.1911492115905
1741,FDI45,12.35,Low_Fat,0.06579990599999999,Fruits and Vegetables,177.0054,OUT019,1985,Small,Tier 1,Grocery Store,990.4024579630559
1742,FDG46,8.63,Regular,0.032909657,Snack Foods,112.9518,OUT046,1997,Small,Tier 1,Supermarket Type1,1834.8690965495707
1745,FDX08,12.85,Low_Fat,0.022599777,Fruits and Vegetables,179.2318,OUT035,2004,Small,Tier 2,Supermarket Type1,3035.918830464341
1746,NCK17,11.0,Low_Fat,0.03788768,Health and Hygiene,40.648,OUT035,2004,Small,Tier 2,Supermarket Type1,781.9768054359702
1747,FDK32,16.25,Regular,0.049175079,Fruits and Vegetables,151.5682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2179.622428398753
1748,NCA42,6.965,Low_Fat,0.028543185,Household,159.4604,OUT035,2004,Small,Tier 2,Supermarket Type1,2651.3823060119757
1749,DRI01,7.97,Low_Fat,0.034446434,Soft Drinks,170.7422,OUT035,2004,Small,Tier 2,Supermarket Type1,2820.6316922684537
1750,NCL55,12.15,Low_Fat,0.0,Others,254.004,OUT049,1999,Medium,Tier 1,Supermarket Type1,4150.96237836169
1751,DRE25,15.35,Low_Fat,0.073581718,Soft Drinks,94.412,OUT018,2009,Medium,Tier 3,Supermarket Type2,1144.7188880648137
1753,FDB10,10.0,Low_Fat,0.067208123,Snack Foods,235.55900000000003,OUT046,1997,Small,Tier 1,Supermarket Type1,3784.3580437950304
1754,DRN11,7.85,Low_Fat,0.162949459,Hard Drinks,145.0444,OUT035,2004,Small,Tier 2,Supermarket Type1,2352.7798914980094
1755,FDP38,10.1,Low_Fat,0.032232864,Canned,50.9008,OUT018,2009,Medium,Tier 3,Supermarket Type2,565.3925928631124
1758,NCP55,14.65,Low_Fat,0.011235608,Others,57.0614,OUT018,2009,Medium,Tier 3,Supermarket Type2,564.3225678749768
1759,FDF12,8.235,Low_Fat,0.082412268,Baking Goods,148.5076,OUT035,2004,Small,Tier 2,Supermarket Type1,2493.7542032261936
1760,FDM21,20.2,Low_Fat,0.06462627,Snack Foods,256.2646,OUT018,2009,Medium,Tier 3,Supermarket Type2,3774.9019259175384
1761,FDX56,17.1,Regular,0.07404547,Fruits and Vegetables,205.8638,OUT035,2004,Small,Tier 2,Supermarket Type1,3424.6819732913664
1764,FDM51,11.8,Regular,0.026031835,Meat,101.2674,OUT018,2009,Medium,Tier 3,Supermarket Type2,1386.4156394355578
1765,NCR50,20.2,Low_Fat,0.011868237,Household,154.434,OUT018,2009,Medium,Tier 3,Supermarket Type2,2110.520422978084
1766,FDI19,15.1,Low_Fat,0.052420442000000005,Meat,242.4512,OUT049,1999,Medium,Tier 1,Supermarket Type1,4018.154062603763
1768,FDR31,6.46,Regular,0.049153588,Fruits and Vegetables,145.3102,OUT035,2004,Small,Tier 2,Supermarket Type1,2523.7353446917296
1769,FDY02,8.945,Regular,0.08757299,Dairy,261.191,OUT013,1987,High,Tier 3,Supermarket Type1,4139.516979802572
1771,NCX17,21.25,Low_Fat,0.113603432,Health and Hygiene,231.73,OUT046,1997,Small,Tier 1,Supermarket Type1,3666.889513442802
1773,FDI53,12.35,Regular,0.136978402,Frozen Foods,160.4236,OUT027,1985,Medium,Tier 3,Supermarket Type3,3973.8422550216737
1774,NCU30,5.11,Low_Fat,0.0,Household,164.12099999999995,OUT049,1999,Medium,Tier 1,Supermarket Type1,2756.087085446592
1775,FDC56,12.35,Low_Fat,0.120932251,Fruits and Vegetables,121.044,OUT027,1985,Medium,Tier 3,Supermarket Type3,3412.2780625424057
1776,FDK27,11.0,Low_Fat,0.00898298,Meat,123.0756,OUT018,2009,Medium,Tier 3,Supermarket Type2,1744.022848141758
1778,FDB52,12.35,Low_Fat,0.053288809000000006,Dairy,257.5672,OUT019,1985,Small,Tier 1,Grocery Store,2160.2792426806955
1779,DRG25,12.35,Low_Fat,0.018957442,Soft Drinks,188.324,OUT027,1985,Medium,Tier 3,Supermarket Type3,4432.513983440136
1780,FDZ13,7.84,Regular,0.153733623,Canned,51.935,OUT049,1999,Medium,Tier 1,Supermarket Type1,946.1443695101989
1781,FDB57,12.35,Regular,0.032925311,Fruits and Vegetables,223.5772,OUT019,1985,Small,Tier 1,Grocery Store,1759.5274726899088
1782,FDR40,9.1,Regular,0.008034386999999999,Frozen Foods,82.5618,OUT046,1997,Small,Tier 1,Supermarket Type1,1335.7519206929355
1783,NCO14,12.35,Low_Fat,0.051902594,Household,44.7086,OUT019,1985,Small,Tier 1,Grocery Store,-1237.0151419134145
1785,FDQ28,12.35,Regular,0.105799985,Frozen Foods,155.0656,OUT019,1985,Small,Tier 1,Grocery Store,554.0610958331235
1786,FDO13,7.865,Low_Fat,0.061308404,Breakfast,164.8526,OUT018,2009,Medium,Tier 3,Supermarket Type2,2536.4440595627857
1787,FDK48,7.445,Low_Fat,0.0,Baking Goods,77.2354,OUT013,1987,High,Tier 3,Supermarket Type1,1292.9471818558995
1788,FDU07,11.1,Low_Fat,0.060090767,Fruits and Vegetables,152.5366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2217.2774062860835
1789,FDW20,20.75,Low_Fat,0.0,Fruits and Vegetables,123.373,OUT046,1997,Small,Tier 1,Supermarket Type1,1992.034521774398
1791,FDH24,20.7,Low_Fat,0.021413299,Baking Goods,158.2288,OUT013,1987,High,Tier 3,Supermarket Type1,2508.635807047189
1792,FDV59,13.35,Low_Fat,0.048101713,Breads,216.0166,OUT049,1999,Medium,Tier 1,Supermarket Type1,3581.8812080642747
1794,FDL16,12.35,Low_Fat,0.16763712,Frozen Foods,45.506,OUT027,1985,Medium,Tier 3,Supermarket Type3,2103.654572106262
1795,NCQ17,10.3,Low_Fat,0.116932555,Health and Hygiene,155.463,OUT046,1997,Small,Tier 1,Supermarket Type1,2503.5932229090413
1796,FDJ15,11.35,Regular,0.023417483,Dairy,185.1608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2627.6150380049867
1797,FDX24,8.355,Low_Fat,0.0,Baking Goods,93.5462,OUT049,1999,Medium,Tier 1,Supermarket Type1,1645.8402564446296
1798,FDT47,5.26,Regular,0.0,Breads,96.3068,OUT046,1997,Small,Tier 1,Supermarket Type1,1615.6404398742197
1799,FDT10,16.7,Regular,0.062140968,Snack Foods,60.8562,OUT049,1999,Medium,Tier 1,Supermarket Type1,1044.1043881654014
1800,FDZ37,8.1,Regular,0.019849032,Canned,87.7198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1181.6974676224527
1801,FDW43,12.35,Regular,0.022316641,Fruits and Vegetables,229.5036,OUT027,1985,Medium,Tier 3,Supermarket Type3,5204.644152385694
1804,FDA32,14.0,Low_Fat,0.030069149,Fruits and Vegetables,217.4192,OUT013,1987,High,Tier 3,Supermarket Type1,3553.133816665615
1805,FDJ38,12.35,Regular,0.070394702,Canned,190.053,OUT019,1985,Small,Tier 1,Grocery Store,1174.3299580418852
1807,NCQ41,12.35,Low_Fat,0.0,Health and Hygiene,193.5794,OUT019,1985,Small,Tier 1,Grocery Store,1257.9817461571247
1808,FDG56,13.3,Regular,0.07156365099999999,Fruits and Vegetables,59.9536,OUT049,1999,Medium,Tier 1,Supermarket Type1,1103.7019670776463
1809,DRC13,12.35,Regular,0.032284472,Soft Drinks,123.973,OUT027,1985,Medium,Tier 3,Supermarket Type3,3395.381978816884
1810,FDV55,17.75,Low_Fat,0.055063016,Fruits and Vegetables,144.5444,OUT035,2004,Small,Tier 2,Supermarket Type1,2433.839733720555
1813,FDR03,15.7,Regular,0.0,Meat,205.798,OUT013,1987,High,Tier 3,Supermarket Type1,3353.7859641389905
1814,FDD45,8.615,Low_Fat,0.0,Fruits and Vegetables,92.9436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1686.679590196136
1816,FDT56,16.0,Regular,0.115592409,Fruits and Vegetables,58.1246,OUT046,1997,Small,Tier 1,Supermarket Type1,930.192281913527
1818,FDU03,18.7,Regular,0.091720302,Meat,180.8292,OUT049,1999,Medium,Tier 1,Supermarket Type1,2992.737222172288
1820,NCO43,12.35,Low_Fat,0.046870135,Others,99.3016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2979.775084072792
1822,FDR03,15.7,Regular,0.008735936,Meat,205.998,OUT046,1997,Small,Tier 1,Supermarket Type1,3338.86017004921
1825,NCJ42,19.75,Low_Fat,0.014289425,Household,103.8332,OUT013,1987,High,Tier 3,Supermarket Type1,1592.6036058658865
1826,FDR24,17.35,Regular,0.06285168299999999,Baking Goods,90.583,OUT046,1997,Small,Tier 1,Supermarket Type1,1413.4226328246714
1827,FDW60,5.44,Regular,0.017058723,Baking Goods,176.037,OUT035,2004,Small,Tier 2,Supermarket Type1,2985.6940923722323
1828,FDJ08,11.1,Low_Fat,0.110580006,Fruits and Vegetables,190.0846,OUT013,1987,High,Tier 3,Supermarket Type1,3099.1779003578085
1829,DRL59,16.75,Low_Fat,0.021310584,Hard Drinks,52.2298,OUT018,2009,Medium,Tier 3,Supermarket Type2,471.66528490780547
1832,FDX14,13.1,Low_Fat,0.075245304,Dairy,77.1354,OUT018,2009,Medium,Tier 3,Supermarket Type2,849.5486261548176
1833,FDC20,10.65,Low_Fat,0.023951515,Fruits and Vegetables,56.0272,OUT013,1987,High,Tier 3,Supermarket Type1,974.1117557241669
1834,NCS29,9.0,Low_Fat,0.069828759,Health and Hygiene,263.6884,OUT018,2009,Medium,Tier 3,Supermarket Type2,3993.4442477007296
1835,FDJ56,8.985,Low_Fat,0.183403018,Fruits and Vegetables,100.47,OUT046,1997,Small,Tier 1,Supermarket Type1,1624.4566531399942
1836,FDB20,12.35,Low_Fat,0.091011438,Fruits and Vegetables,77.0986,OUT019,1985,Small,Tier 1,Grocery Store,-630.1236299796456
1837,FDL28,12.35,Regular,0.062868628,Frozen Foods,228.6668,OUT027,1985,Medium,Tier 3,Supermarket Type3,5102.788327571247
1838,FDW01,14.5,Low_Fat,0.064321473,Canned,151.7682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2152.058401174222
1839,FDL03,19.25,Regular,0.027080602,Meat,197.611,OUT046,1997,Small,Tier 1,Supermarket Type1,3174.616017836898
1840,FDX22,6.785,Regular,0.023010532,Snack Foods,209.1928,OUT049,1999,Medium,Tier 1,Supermarket Type1,3512.0688570367483
1841,FDJ21,16.7,Regular,0.038520943,Snack Foods,144.6102,OUT035,2004,Small,Tier 2,Supermarket Type1,2396.526182220753
1843,FDG21,17.35,Regular,0.146272238,Seafood,151.505,OUT035,2004,Small,Tier 2,Supermarket Type1,2579.814379206029
1844,FDS22,12.35,Regular,0.023042273,Snack Foods,42.6428,OUT027,1985,Medium,Tier 3,Supermarket Type3,2134.8597660139403
1845,FDK08,9.195,Regular,0.122281599,Fruits and Vegetables,99.4016,OUT035,2004,Small,Tier 2,Supermarket Type1,1738.3732634468452
1846,FDE17,20.1,Regular,0.054677324000000006,Frozen Foods,151.7366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2083.7608966336866
1848,FDT50,6.75,Regular,0.108238986,Dairy,97.2752,OUT046,1997,Small,Tier 1,Supermarket Type1,1487.5368092041672
1849,NCX42,6.36,Low_Fat,0.005987891,Household,163.6526,OUT049,1999,Medium,Tier 1,Supermarket Type1,2738.498339919355
1850,FDJ12,8.895,Regular,0.039033732,Baking Goods,207.8296,OUT035,2004,Small,Tier 2,Supermarket Type1,3468.4361488483264
1851,NCA18,12.35,Low_Fat,0.055806015999999986,Household,117.4492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279.7120822511615
1852,FDP23,12.35,Low_Fat,0.062307997,Breads,217.4166,OUT019,1985,Small,Tier 1,Grocery Store,1602.0792378171436
1853,FDX12,18.2,Regular,0.0,Baking Goods,241.4196,OUT013,1987,High,Tier 3,Supermarket Type1,3879.162417544603
1854,FDN40,5.88,Low_Fat,0.086808977,Frozen Foods,152.7998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2170.747147674242
1855,FDV48,9.195,Regular,0.051607098,Baking Goods,77.8644,OUT035,2004,Small,Tier 2,Supermarket Type1,1366.32509128106
1856,NCY54,8.43,Low_Fat,0.177546973,Household,171.9422,OUT013,1987,High,Tier 3,Supermarket Type1,2697.4347457886215
1858,FDR45,10.8,Low_Fat,0.029061192000000007,Snack Foods,240.0222,OUT018,2009,Medium,Tier 3,Supermarket Type2,3584.845009730855
1859,FDJ52,7.145,Low_Fat,0.017786864,Frozen Foods,161.0578,OUT046,1997,Small,Tier 1,Supermarket Type1,2604.0815902845425
1861,FDP52,18.7,Regular,0.070632902,Frozen Foods,231.201,OUT013,1987,High,Tier 3,Supermarket Type1,3663.47803853414
1864,FDG28,9.285,Regular,0.049239282,Frozen Foods,244.1144,OUT013,1987,High,Tier 3,Supermarket Type1,3938.100284482527
1865,FDA19,7.52,Low_Fat,0.055117075,Fruits and Vegetables,128.7994,OUT035,2004,Small,Tier 2,Supermarket Type1,2243.143657274668
1866,FDW46,12.35,Regular,0.069961219,Snack Foods,66.4484,OUT027,1985,Medium,Tier 3,Supermarket Type3,2500.5134236087288
1867,NCD43,8.85,Low_Fat,0.016044864,Household,103.1964,OUT049,1999,Medium,Tier 1,Supermarket Type1,1744.510549965662
1868,DRG39,14.15,Low_Fat,0.042145893,Dairy,51.7982,OUT013,1987,High,Tier 3,Supermarket Type1,743.4325301354465
1869,NCF55,6.675,Low_Fat,0.021700021,Household,35.5874,OUT049,1999,Medium,Tier 1,Supermarket Type1,665.7131315237293
1870,FDJ07,7.26,Low_Fat,0.014423523,Meat,118.015,OUT046,1997,Small,Tier 1,Supermarket Type1,1964.7178168705386
1871,FDE08,18.2,Low_Fat,0.049319685,Fruits and Vegetables,150.0734,OUT046,1997,Small,Tier 1,Supermarket Type1,2419.17910727219
1872,FDP56,12.35,Low_Fat,0.081387725,Fruits and Vegetables,49.6692,OUT019,1985,Small,Tier 1,Grocery Store,-1068.6358448216397
1874,FDF17,5.19,Low_Fat,0.042794507,Frozen Foods,195.011,OUT018,2009,Medium,Tier 3,Supermarket Type2,2872.6010694358156
1875,FDX44,9.3,Low_Fat,0.042966544,Fruits and Vegetables,87.7172,OUT046,1997,Small,Tier 1,Supermarket Type1,1471.2496153299835
1876,FDM28,12.35,Low_Fat,0.044984953,Frozen Foods,179.866,OUT027,1985,Medium,Tier 3,Supermarket Type3,4317.368933384402
1877,FDI36,12.5,Regular,0.062440359,Baking Goods,197.9426,OUT049,1999,Medium,Tier 1,Supermarket Type1,3284.770621832493
1880,FDW11,12.6,Low_Fat,0.048782082,Breads,60.5194,OUT046,1997,Small,Tier 1,Supermarket Type1,968.9037854726739
1881,FDN40,5.88,Low_Fat,0.08659120599999999,Frozen Foods,154.4998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2589.842168723926
1882,NCQ18,15.75,Low_Fat,0.135282803,Household,97.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,1569.877984725652
1886,FDC09,12.35,Regular,0.026174636,Fruits and Vegetables,103.7332,OUT027,1985,Medium,Tier 3,Supermarket Type3,3175.3901802315386
1888,FDC08,19.0,Regular,0.0,Fruits and Vegetables,225.272,OUT035,2004,Small,Tier 2,Supermarket Type1,3754.5163599616353
1890,FDS35,9.3,Low_Fat,0.111199491,Breads,64.0826,OUT035,2004,Small,Tier 2,Supermarket Type1,1125.8235097410652
1891,FDX58,13.15,Low_Fat,0.043941955,Snack Foods,182.295,OUT018,2009,Medium,Tier 3,Supermarket Type2,2633.8539366879677
1892,FDW58,20.75,Low_Fat,0.0,Snack Foods,105.9622,OUT046,1997,Small,Tier 1,Supermarket Type1,1654.5258635231048
1893,DRD27,18.75,Low_Fat,0.0,Dairy,99.3042,OUT046,1997,Small,Tier 1,Supermarket Type1,1482.4910437013814
1894,FDH32,12.35,Low_Fat,0.133171307,Fruits and Vegetables,97.641,OUT019,1985,Small,Tier 1,Grocery Store,-315.2398965611428
